Symbol,Amount,Price,Worth
NULS,8000000,0.400553635,3204429.079
GHST,2970851.398,1.078,3202577.807
ATM,400399.32,7.934332315,3176901.263
MAV,13295616,0.237,3151060.992
YFI,592.3622539,5307.746855,3144108.89
GNO,19216.849,161.3,3099677.744
COS,400000000,0.00766,3064000
ASR,460994.03,6.235132774,2874358.985
TRX,18603190.32,0.15293579,2845093.609
STG,8144503.643,0.3491,2843246.222
BETA,60000000,0.04738,2842800
ARPA,59412901.56,0.047395235,2815888.421
CLV,56257937.01,0.0498,2801645.263
C98,20000000,0.13701899,2740379.808
OAX,18377764.25,0.1453,2670289.145
BEL,4185241.769,0.637981486,2670106.763
WXRP,4400000,0.591898803,2604354.734
RDNT,31567458,0.081921224,2586044.788
SHIB,1.4E+11,1.84E-05,2576675.074
BIDR,40255340832,6.26E-05,2519107.687
TOKEN,39640360,0.062068928,2460434.653
RDNT,29790721.39,0.082151076,2447339.816
GNS,1000000,2.418213639,2418213.639
PENDLE,501758.664,4.536769055,2276363.18
QKC,229016884.4,0.00940441,2153768.627
SHIB,3.11E+13,6.92E-08,2152855.665
SYN,4260660,0.498253066,2122886.907
STG,6000000,0.3491,2094600
ONT,9917356.534,0.205244397,2035481.865
EGLD,63977.277,29.49000808,1886690.416
USDC,1861550.1,1,1861550.1
LOOM,31426153.24,0.056445552,1773866.562
AVA,3207342.134,0.537793898,1724889.028
ATA,18000000,0.094204269,1695676.835
IOST,292794346.7,0.00573,1677711.606
XTZ,2300000,0.728288865,1675064.39
COMP,33386.477,49.06980372,1638267.873
AXS,300000,5.22540373,1567621.119
Auction,100000,15.5,1550000
IHC,59678866077,2.59E-05,1547313.612
KSM,67137.593,22.02,1478369.798
ZRO,293170.536,5.021417122,1472131.549
JASMY,10783720045,0.00013232,1426906.652
CREAM,74965.823,18.51840765,1388247.67
BAT,6834562.31,0.193487116,1322399.751
BOND,765675.143,1.690054961,1294033.074
HARD,9791147.595,0.129453927,1267502.505
VANRY,11675577,0.1082,1263297.431
AXL,1756303,0.7033,1235207.9
ZEC,40406.337,30.25566511,1222520.601
TUSD,376879726.3,0.003162005,1191695.688
TRIBE,3000000,0.394995858,1184987.575
ABSHIBA.com,8239291,0.143433623,1181791.362
PROS,3500000,0.334266512,1169932.792
NEAR,200000,5.567650706,1113530.141
DNT,28000000,0.037077837,1038179.438
JOE,2627966,0.392878759,1032472.021
SOLO,12067921.72,0.084517349,1019948.747
STG,2913487,0.3491,1017098.312
SUSHI,1273253.059,0.740706021,943106.2066
POND,70745580.27,0.01296,916862.7203
LINK,50000000,0.018297544,914877.1926
SLP,325876290.2,0.002807,914734.7465
UNFI,330015.73,2.742875312,905191.9984
TORN,347890.992,2.58172034,898157.2501
AVAX,30000,29.02794546,870838.3639
OMG,3000000,0.288772948,866318.8452
QUICK,18433009.26,0.045739102,843109.2839
FDUSD,840000,0.999360963,839463.2091
IOTX,18254706.22,0.045734451,834868.9596
CTK,1423710.33,0.574943309,818552.7284
VITE,31455036.35,0.02494,784488.6066
DATA,17182180.52,0.044346005,761961.0717
MDA,17121229.45,0.041429515,709324.2276
BTCST,2617267.146,0.260022276,680547.7609
BabyDoge,3.06544E+14,2.21E-09,676731.4121
SAND,257666611,0.002574486,663358.9636
AGIX,210000000,0.003101663,651349.2542
MDT,13328096.89,0.048794522,650338.1223
FXS,266316.837,2.332,621050.8639
OGV,69700000,0.008699,606320.3
MAV,2543504.089,0.237,602810.4691
KNC,1191910.896,0.495,589995.8935
CELR,41742819.13,0.013793168,575765.701
WETH,211.961,2631.4,557754.1754
ADX,3449018.43,0.155200252,535288.5303
LIT,697927.648,0.741598563,517582.1411
BDOT,107028,4.785,512128.98
BUSD,511337.2206,1.000625569,511657.0973
BLZ,3237835.538,0.152444172,493589.1574
POLS,1465259.405,0.332364271,486999.8733
PROM,84130.742,5.7419,483070.3075
CREO,8500000,0.056715075,482078.1368
DF,13599589.48,0.035207078,478801.8135
NBT,299134038.1,0.001577375,471846.509
BAND,357998.649,1.300258973,465490.9558
PAXG,21276.85118,21.74408164,462645.5892
WIN,4864878204,9.43E-05,458851.1022
CHKN,6.43227E+12,6.79E-08,436695.5203
ILV,10000,41.76,417600
NFT,9.67022E+11,4.14E-07,400698.1068
HFT,2358861.591,0.1692,399119.3812
ELF,949521,0.405,384556.005
IOTA,2400000,0.144463018,346711.2431
IDRT,5000000000,6.57E-05,328582.2623
GMT,2000000,0.156350124,312700.2481
ZIL,19000000,0.016063261,305201.951
MKR,30000,9.966311621,298989.3486
GRT,660000000,0.000444447,293335.0889
FTM,239112593.6,0.001208954,289076.0357
GRT,1546420,0.185993109,287623.4642
KNC,545041.434,0.512289426,279218.9633
DODO,2000000,0.138960062,277920.1247
CELR,20000000,0.013894843,277896.8542
VAI,263144.335,1.000926263,263388.0759
HEGIC,10000000,0.024246997,242469.9653
W,800000,0.292,233600
RNDR,47000000,0.004518555,212372.0696
KOM,139302359,0.001511169,210509.3659
IDEX,4696883.276,0.04429,208024.9603
DAI,200000,0.9999,199980
BNT,372678.051,0.5326,198488.33
ENJ,124186416.1,0.001576508,195780.8776
QI,12200322.41,0.015194069,185372.5426
DOGS,776418921.7,0.000232131,180231.1661
DATA,3828707.79,0.044425938,170093.9338
ATOM,30909.571,4.953556845,153112.317
NEXO,135896,1.038929784,141186.4019
FOR,48788816.45,0.002834,138267.5058
COTI,1095003.637,0.125073883,136956.3563
GOGOCAT,120000000,0.001086127,130335.2386
AUTO,10000,12.63917234,126391.7234
APE,7450001.157,0.016623275,123843.4209
ARB,200000,0.6153,123060
IMX,34000000,0.003608895,122702.4185
KMD,436870.344,0.2591,113193.1061
MANA,63175249.95,0.001650295,104257.7718
AXS,1000000,0.102955835,102955.8346
WAXP,2780544.99,0.03697,102796.7483
TRU,969766.521,0.1058,102601.2979
CND,280000000,0.000364678,102109.7181
SYN,200000,0.498731643,99746.32852
ILV,330000,0.290882806,95991.32592
USDC,801265.989,0.116217106,93120.81401
QNT,622469.076,0.14852476,92452.06982
SUSHI,40214347.45,0.002219928,89272.9575
SALT,4041865.608,0.022086102,89269.05747
UNI,8986849.698,0.009145932,82193.11609
SNX,45050.468,1.670189988,75242.84061
OAX,500000,0.145871214,72935.60687
MTLX,20000,3.488049956,69760.99911
WBNB,115.7685963,594.8,68859.1611
FXS,2100000,0.031251716,65628.60319
CRV,66000000,0.000967356,63845.50024
SYN,123536,0.498731643,61611.3122
1INCH,40000000.62,0.001456019,58240.75578
SCRT,254209.8,0.2236,56841.31128
COMP,451107.229,0.112236048,50630.49251
GNS,20000.01561,2.414443337,48288.90442
DEXE,4840.887601,8.833577266,42762.35466
ENS,2164002.924,0.019601775,42418.29885
YFI,2708.714,15.56333352,42156.61939
YGG,84047.774,0.473999312,39838.58703
PNT,7000000,0.005554,38878
NEXO,7000000,0.005424572,37972.00216
PHA,270000,0.126680226,34203.66111
PERP,49034.221,0.6965,34152.33493
BFIL,8008.288,4.071,32601.74045
FRONT,56172.461,0.560212157,31468.49554
WETH,11.52804,2631.4,30334.88446
AAVE,200000.7225,0.135238122,27047.7222
PERL,53400000,0.000480895,25679.80518
PURSE,160000000,0.000155301,24848.10197
TROY,16400000,0.001504,24665.6
PSTAKE,423319.3322,0.0577,24425.52547
EXFI,846500.6123,0.02695787,22819.85311
GALA,487000000,4.63E-05,22562.62192
CTSI,153348.773,0.143832879,22056.59554
MULTI,190000,0.109391547,20784.39396
AI-A,23000,0.695270713,15991.22639
fUSDT,215941.36,0.071644305,15470.96869
MMdex.io,250000,0.0615888,15397.2
ELON,1.09089E+11,1.40E-07,15247.47158
RPL,202654.442,0.074013298,14999.12362
ANT,2366.714,6.29469022,14897.73147
VIBE,18333332,0.00080623,14780.87345
SQUT,1.1331E+12,1.18E-08,13421.46251
SNX,1000000,0.012162699,12162.69882
GF,569396.8867,0.019102957,10877.16411
PTM,50000000000,1.79E-07,8962.489521
WMATIC,20845.1,0.4242,8842.49142
CAN,601053.323,0.014199407,8534.600493
EVX,2500000,0.002598,6495
BAL,1152400.563,0.005592464,6444.759145
LDO,4000000,0.001590974,6363.896047
BAL,2981.529,2.107299743,6282.975294
Shit,5.5006E+11,1.10E-08,6044.084098
MPM,100061488.1,5.75E-05,5757.026609
SAND,20015.938,0.284237816,5689.286498
VRA,1500000,0.003334741,5002.111393
ZIL,300000,0.01607,4821
BTM,886558,0.005204,4613.647832
DAI,4185.89068,0.9999,4185.472091
BNT,4000000,0.001018121,4072.483759
T99,39025874.69,9.31E-05,3632.645975
ANGEL,350000,0.009299431,3254.800746
GNO,22222.369,0.144847527,3218.855202
ACW,198000,0.015798372,3128.077641
TBCC,5000000,0.000604824,3024.121
ROCCAT,7.77077E+12,3.80E-10,2950.624775
Muslim,1.00E+16,2.75E-13,2751.566142
MarsDoge,21034500000,1.29E-07,2703.861151
ELON,6.32206E+11,4.08E-09,2580.943754
XPR,2800000,0.000880416,2465.164969
SFM,32062095.06,7.65E-05,2453.88763
$POCH,233333333.1,1.01E-05,2364.873329
LBA,9000000,0.0002567,2310.3
ETHBNT,971.7184292,1.889725982,1836.281563
LOOKS,40000,0.045805362,1832.214467
GAMBLING,95000,0.018993442,1804.377
WETH,0.664222382,2631.99,1748.226668
PEPET,3E+13,5.26E-11,1576.87833
EVX,100000,0.014684704,1468.470391
GTX,1980000,0.000724354,1434.221799
BNB,4,287.4989903,1149.995961
AmazingTeam,909,1.254813071,1140.625082
MAMO,410000,0.002694865,1104.89448
AI WEB3,4E+13,2.66E-11,1064.745483
SXP,78631.742,0.013291944,1045.168745
cvxCRV,3346.871742,0.287511814,962.2651644
CEL,2230.13,0.415942759,927.6064253
CATO,998000000,8.69E-07,867.281638
SYLVE,2012239768,4.13E-07,830.6126237
TOMB,90000,0.007475911,672.8320242
EPS,25000,0.023710745,592.7686363
binancecat,44444444,1.23E-05,545.7006887
EASY,7000,0.075071178,525.4982473
TCATI,300000,0.001710198,513.0595197
BIRDDOG,2.31035E+13,2.08E-11,480.8924235
LUNA,4860030,8.82E-05,428.5248981
GCW,1.05E+16,3.80E-14,399.1541135
WOLF,8413800000,4.70E-08,395.5029397
BRETT,2.10345E+13,1.73E-11,363.7260714
TIFI,4097956518,8.33E-08,341.3629893
pwx,330000.33,0.000980557,323.5840941
EMOJI,600100045,5.10E-07,305.783259
GOOBY2.0,2000000000,1.50E-07,300.6679517
SPIRIT,92192,0.00261125,240.7363282
GENSHIN,2.17798E+14,9.71E-13,211.4880207
DOE,3200000,6.29E-05,201.191731
KICK,888888,0.000222308,197.6069805
DREP,29814.281,0.005246,156.4057181
SNOOPY,2.17433E+15,6.35E-14,138.0721293
BMH,98451,0.001398527,137.6863741
ANY,74.361,1.84394312,137.1174544
BabyGrok,1.96181E+13,6.95E-12,136.3416319
Caps,400000000,3.19E-07,127.4595616
PLS,2665394.453,4.60E-05,122.5199458
TET,10,11.48666231,114.8666231
BIGMAC,10000000000,1.14E-08,113.6246695
WBTC,0.00156004,64985.42,101.3798546
ZUM,14514978.43,6.53E-06,94.7569226
BNB,0.137967238,594.8,82.06291319
MIMIC,3.901E+11,1.61E-10,62.6980197
MASYA,20000000000,2.36E-09,47.25503343
GERMAIN,1530127638,2.98E-08,45.54134449
GUA,86664,0.000495773,42.96564107
PRS,212994785.2,1.97E-07,42.05726799
SWFTC,10000,0.003248233,32.48232542
Cz2049,444444444.4,6.02E-08,26.73387517
PEN,69420000,3.55E-07,24.63052312
HODL,2.06357E+13,1.14E-12,23.45387995
TRX,146.205,0.151919564,22.21139993
USHIBA,2E+12,9.41E-12,18.81866209
LOAD,6475911867,2.76E-09,17.8498468
Cake-LP,9,1.418124358,12.76311922
POL,29.91243873,0.4242,12.68885651
ATH,43.50972266,0.283357719,12.32881579
HEX,1100,0.010477643,11.52540753
USDT,1820000161,1.0001,1820182161
ETH,584999.0488,2631.99,1539711647
USDC,542999999.8,1,542999999.8
FDUSD,320891384,0.999121667,320609534.6
SHIB,8.05E+12,1.85E-05,149163365.2
LINK,9100000,12.51661585,113901204.3
AAVE,500000,164.9636325,82481816.27
PEOPLE,794500000,0.07252951,57624695.95
UNI,5610000,7.331671664,41130678.03
DAI,35999972,0.9999,35996372
OM,26600000,1.254254285,33363163.97
FTM,46600000,0.6891,32112060
POL,33900004,0.417217923,14143689.25
MKR,6000,1596.228812,9577372.872
JASMY,397628961,0.02304258,9162397.101
BEL,9100000,0.638925828,5814225.033
SAND,19000000,0.286950413,5452057.849
COMP,100000,48.76520293,4876520.293
COTI,38450000,0.123901547,4764014.464
YFI,900,5256.832373,4731149.136
SUSHI,6360000,0.738018395,4693796.99
MANA,12330000,0.320475539,3951463.397
BAT,20300000,0.191303456,3883460.155
USDT,1250000115,0.00281162,3514524.834
APE,3878553.609,0.826126381,3204175.455
CELR,225000000,0.013894843,3126339.61
USDC,772999999.8,0.003611931,2792023
SNX,1260000,1.703715077,2146680.997
FXS,1000000,2.046671047,2046671.047
ELON,1.35255E+13,1.40E-07,1890475.935
ILV,41000,41.69173549,1709361.155
USDP,1700000,0.99988109,1699797.853
CTSI,10000000,0.143832879,1438328.792
KNC,2880000,0.495,1425600
ELF,3500000,0.400783233,1402741.314
TUSD,1203457,0.99889,1202121.163
PHA,8000000,0.128849313,1030794.503
YGG,1890000,0.479545072,906340.1863
TRU,8000000,0.104894857,839158.8589
PAXG,300.9398,2652.946351,798377.1443
BLZ,5000000,0.152816384,764081.921
PERP,1000000,0.697227874,697227.8745
cDAI,28000000,0.02378025,665847.0015
GLMR,2920000,0.19,554800
IDEX,12000000,0.04429,531480
SHIB,7.39E+12,6.92E-08,511562.8092
OAX,2000000,0.1453,290600
BNT,479215,0.531361015,254636.1688
DAI,64499972,0.003648699,235340.9862
LRC,1535000,0.13763458,211269.0804
TORN,80500,2.58172034,207828.4874
BAL,81000,2.108983421,170827.6571
Zepe.io,750000,0.22512415,168843.1126
LINK,9100000,0.018297544,166507.649
YFII,380,357.0204389,135667.7668
OGN,1342316.336,0.095688585,128444.3508
TUSD,28000000,0.003162005,88536.1481
GLM,200000,0.343884895,68776.97899
AAVE,500000,0.135238122,67619.06125
MKR,6000,9.966311621,59797.86972
FTM,46600000,0.001208954,56337.23871
SAND,19000000,0.002574486,48915.22522
UNI,4900000,0.009145932,44815.06672
FXS,1000000,0.031251716,31251.7158
JASMY,177000000,0.00013232,23420.71904
NFT,1,22082.11386,22082.11386
TCT,61300000,0.0003316,20327.08
Key7.net,98134,0.181036153,17765.80188
LOOKS,320000,0.045805362,14657.71573
SUSHI,6360000,0.002219928,14118.74233
YFI,900,15.56333352,14007.00017
SNX,1100000,0.012162699,13378.9687
MANA,7170000,0.001650295,11832.61204
WAVES,9988.976378,1.132774361,11315.25633
IOTX,200000,0.045648035,9129.606906
USDP,2500000.207,0.003059896,7649.741742
APE,450000,0.016623275,7480.473929
PAXG,300.9398,21.74408164,6543.659581
ELON,1.50252E+12,4.08E-09,6133.943829
COMP,50000,0.112236048,5611.802389
PERL,7941264,0.000480895,3818.915963
ILV,10000,0.290882806,2908.828058
DIA,5000,0.403383865,2016.919326
BNT,479215,0.001018121,487.8988262
BAL,81000,0.005592464,452.989618
BabyDoge,23920217962,2.20E-09,52.71633447
LOOKS,232000,0.000219005,50.80921633
PLS,584999.0777,4.60E-05,26.89059971
PEN,69420000,3.55E-07,24.63052312
GUA,28888,0.000495773,14.32188036
SFP,14.3386796,0.748034112,10.72582146
ETH,529387.8269,2631.99,1393343467
PEN,69420000,3.55E-07,24.63052312
ETH,527887.5893,2631.99,1389394856
ETH,75.19801164,2631.99,197920.4147
ETH,52.10781169,2631.99,137147.2393
AAL,56000,1.471154014,82384.62476
AI-A,23000,0.695270713,15991.22639
ETH,5.261379634,2631.99,13847.89858
ETH,3.735209372,2631.99,9831.033715
ETH,1.81163151,2631.99,4768.196017
ETH,1.78845322,2631.99,4707.19099
BOOM,62000,0.036944927,2290.585478
ACT,60000,0.020148633,1208.917973
ETH,0.303827623,2631.99,799.6712657
BNB,0.952984053,595.1,567.12081
USDT,303.9030314,1.0001,303.9334217
ETH,0.06798375,2631.4,178.892439
MOCHI,10667264.8,1.25E-05,132.958522
USDC,102,1,102
ETH,0.032370396,2631.99,85.19855773
BALD,3661.464846,0.018993149,69.54274745
ETH,0.019,2631.4,49.9966
ETH,0.01,2631.99,26.3199
PEN,69420000,3.55E-07,24.63052312
toby,1183098588,2.00E-08,23.62003257
ETC,0.992,20.27,20.10784
DOG,4324.618198,0.003935716,17.02046932
USDT,15,1.0001,15.0015
Mog,10000000,1.43E-06,14.27418129
BITCOIN,100,0.119486228,11.94862279
OP,6.550811733,1.7342,11.36041771
ETH,527081.9248,2631.99,1387274355
PEN,69420000,3.55E-07,24.63052312
ETH,450118.3284,2631.99,1184706939
Zepe.io,750000,0.22512415,168843.1126
YUMYUM,1,87.53427768,87.53427768
MIMIC,3.588E+11,1.61E-10,57.66739162
PEN,69420000,3.55E-07,24.63052312
PLS,450118.3264,4.60E-05,20.69054841
FREE,100000000,1.49E-07,14.88
HEX,1100,0.010477643,11.52540753
SHIDO,12208,0.000908691,11.0932945
ETH,369498.9654,2631.99,972517581.8
Zepe.io,750000,0.22512415,168843.1126
OMG,34273.46542,0.288772948,9897.249661
XDATA,58752.38286,0.04435983,2606.245716
FREE,1000000000,1.49E-07,148.8
ETC,3,20.27,60.81
PEN,69420000,3.55E-07,24.63052312
PLS,399498.9647,4.60E-05,18.36373279
OOKS,51.204574,0.251634434,12.884834
HEX,1100,0.010477643,11.52540753
ETH,325000.4823,2632.48,855557269.6
Zepe.io,750000,0.22512415,168843.1126
CHZ,1051.591224,0.069516867,73.10332726
PEN,69420000,3.55E-07,24.63052312
PLS,325000.4818,4.60E-05,14.93926776
DOG,3000,0.003935716,11.8071482
HEX,1100,0.010477643,11.52540753
ETH,317865.8077,2632.02,836629163.2
LEO,10130759.06,5.844,59204155.95
XAUt,16632.55036,2678.145421,44544388.59
LINK,2282708.134,12.51661585,28571780.82
EURT,13018933.2,1.1039,14371600.36
aUSD??12877429.33169,0.999475341,12870673.07,
FET,3000000,1.632,4896000
USDC,3671081.643,1,3671081.643
FET,2243711.673,1.631158153,3659848.588
AAVE,19075.84071,164.9636325,3146819.977
UNI,394384.2862,7.331671664,2891496.096
WBT,226072.6089,11.29447138,2553370.609
crEURT,100005000,0.022099316,2210042.056
BLUR,8966565.584,0.239239558,2145157.185
GT,217880.6612,8.9598,1952167.148
LDO,1327896.815,1.245633751,1654073.09
PEPE,1.72694E+11,9.48E-06,1637135.136
eXRD,73322409.75,0.021280622,1560346.515
SUSHI,2030498.143,0.738018395,1498544.98
ABSHIBA.com,8824230,0.13989778,1234490.186
DATA,25582243.65,0.045300781,1158895.616
BGB,1149260.141,0.9982,1147191.473
AMPL,875817.2047,1.167891095,1022859.114
EURT,6000000,0.154109379,924656.2746
GRT,4530557.664,0.185993109,842652.5072
LRC,5863209.433,0.13763458,806980.3682
SHIB,40000000000,1.85E-05,741184.4232
ZRX,2000000,0.352531934,705063.8684
BAT,3646202.796,0.192229377,700907.2914
JASMY,27356888.52,0.02304258,630373.2892
DUSK,2570447.189,0.2441,627446.1589
OMG,1492644.664,0.288772948,431035.4006
FLR,21037844.3,0.0157,330294.1555
YFI,60,5256.832373,315409.9424
POL,700176.8105,0.4245,297225.0561
UXLINK,419449.4651,0.6316,264924.2821
SPELL,430778367.6,0.000586516,252658.4231
XTP,160601705.7,0.001526858,245216.0794
SAND,608853.0076,0.28722209,174876.0331
Zepe.io,750000,0.22512415,168843.1126
CRV,485137.5119,0.2988,144959.0886
BOSON,394542.6808,0.361098982,142468.9602
SNT,5000000,0.024646384,123231.9176
NEXO,100000,1.043763952,104376.3952
FTX Token,67424.63949,1.4298,96403.74954
WAGMI,15821967.36,0.005909503,93499.96086
ANKR,3000000,0.030314532,90943.59667
VIDT,30000,2.779855891,83395.67673
GNO,516.28168,161.2,83224.60682
VRA,16558422.07,0.004045635,66989.34005
1INCH,218636.6382,0.299867842,65562.09682
ID,1200000,0.039221701,47066.04098
USDP,14674983.73,0.003059896,44903.93052
BOBA,175230.7485,0.24596,43099.7549
HMT,913896.6693,0.03724,34033.51196
DORA,323056.7601,0.1012,32693.34412
ETH,8.998511755,2632.48,23688.40223
JUSTICE,187284590.9,0.000123363,23104.06416
IOST,3904607.851,0.00572,22334.35691
GoC,5945829.523,0.003529119,20983.54196
KARATE,25956328.05,0.0007746,20105.77171
BFT,10000001,0.001916897,19168.96784
LINK,1000000,0.018297544,18297.54385
Key7.net,98134,0.181036153,17765.80188
MEME,1417556.505,0.011852278,16801.27355
PNT,3000000,0.005554,16662
ABYSS,2989669.402,0.00528365,15796.36812
QRDO,1476589.132,0.010518,15530.76449
DORA,323056.7601,0.04796,15493.80221
ZK,97700.74056,0.14232,13904.7694
SUKU,188499.9785,0.061735576,11637.15475
LAI,578083.4077,0.01943,11232.16061
MANA,6606435.927,0.001650295,10902.56532
DOP,3650475.825,0.00267849,9777.763801
USDT,3185228.958,0.00281162,8955.652192
AST,99916.7869,0.083594381,8352.481925
WNCG,171320.2614,0.046836557,8024.051253
SNX,2240.48022,1.703715077,3817.139931
UNI,400000,0.009145932,3658.372794
MKR,300,9.966311621,2989.893486
ETH,0.988937074,2632.02,2602.902159
EXFI,91232.17501,0.02695787,2459.425076
BOOM,62000,0.037057013,2297.534835
SUSHI,1000000,0.002219928,2219.92804
LOOM,34553.65235,0.05863,2025.880637
ENJ,1183903.015,0.001576508,1866.432566
WILD,6476.02179,0.281984618,1826.138534
ALBT,14344984.97,0.000117286,1682.466017
HI,3570506.603,0.000470003,1678.150285
APE,100000,0.016623275,1662.32754
TNB,59683094.14,2.70E-05,1609.964621
SHIB,20000000000,6.92E-08,1384.473097
JASMY,10000000,0.00013232,1323.204466
CONV,9422664.28,0.000139741,1316.729927
TUSD,412089.9971,0.003162005,1303.03075
B21,7607963.868,0.000138286,1052.077631
STRK,2163.63943,0.468918007,1014.56949
SWM,131286.2039,0.007652102,1004.61546
AAVE,7000.00001,0.135238122,946.6668588
YFI,60,15.56333352,933.8000111
EVOLITE,1250000,0.000687566,859.4569311
BOX,3252620.2,0.000189,614.7452178
NEXO,100000,0.005424572,542.4571737
USDC,460,1,460
1INCH,218636.6382,0.001456019,318.3390713
ETH,0.099704833,2632.02,262.4251136
PASS,187180.087,0.001060609,198.5248837
KICK,888889,0.000222308,197.6072028
CHKN,1671538136,6.79E-08,113.4829259
GHST,101.231637,1.078,109.1277047
LDO,59954.39082,0.001590974,95.38587768
BNB,0.13076515,595.1,77.81834077
GNO,400,0.144847527,57.93901094
SAND,196.2539558,0.285838612,56.09695839
MITH,285540.2448,0.0001812,51.73989236
GUA,57776,0.000496904,28.70909816
BMI,7548.8502,0.003168993,23.9222511
TOWER,9028.612898,0.002300818,20.77319741
WDOGE,150,0.116076567,17.4114851
HEX,1100,0.010477643,11.52540753
REVV,2211.099964,0.004770878,10.54888891
ETH,306276.6355,2632.02,806126230.1
MIMIC,3.7E+11,1.61E-10,59.46748857
PEN,69420000,3.55E-07,24.63052312
PLS,306277.6354,4.60E-05,14.07863637
HEX,1100,0.010477643,11.52540753
ETH,303141.0142,2632.02,797873212.1
MUMU,6969696969,4.04E-09,28.1601144
PEN,69420000,3.55E-07,24.63052312
ETH,294207.4227,2632.02,774359820.8
LINK,5555028.2,12.51661585,69530154.03
PEPE,5.08E+12,9.47E-06,48107618.94
GUSD,40000000,0.999727839,39989113.58
FTM,45163759,0.6892,31126862.7
SHIB,1.45E+12,1.85E-05,26867935.34
USDC,24000100,1,24000100
FET,14200000,1.631158153,23162445.77
AMP,5374174722,0.004192359,22530471.64
RNDR,2950045,6.260891168,18469910.68
INJ,715000,22.92415164,16390768.42
MATIC,33765000,0.421317091,14225771.59
AAVE,81570,164.9636325,13456083.51
USDT,10000030,1.0001,10001030
UNI,1175001,7.331671664,8614721.536
SAND,16760000,0.28722209,4813842.222
GRT,25147046,0.185993109,4677177.277
BAT,23200000,0.192229377,4459721.544
GALA,191999400,0.023134203,4441753.114
MANA,13250001,0.320475539,4246301.213
MKR,2014,1596.228812,3214804.827
PAXG,900.0152809,2652.946351,2387692.256
ELON,1.55E+13,1.40E-07,2166448.003
CUBE,4531931,0.475984851,2157130.503
YFI,408.01,5256.832373,2144840.177
DAI,2000030,0.9999,1999829.997
QNT,25000,78.49334571,1962333.643
LRC,14140000,0.13763458,1946152.962
COMP,36911,48.76520293,1799972.405
ANKR,55312625,0.030314532,1676776.353
STORJ,2830001,0.440633606,1246993.545
LPT,83248,14.80826653,1232758.572
ZRX,3222563,0.352531934,1136056.367
SUSHI,1500020,0.738018395,1107042.352
ENS,55000,19.25775909,1059176.75
APE,1200010,0.826126381,991359.918
CRV,3050001,0.2986,910730.2986
API3,550000,1.621755748,891965.6615
IMX,500000,1.765461151,882730.5757
LUNA,10000000777,8.82E-05,881733.0991
AXS,167000,5.22540373,872642.4228
CTX,370000,2.272407233,840790.676
SNX,470561,1.703715077,801701.8705
SKL,20000000,0.038452168,769043.3563
OXT,10000000,0.076890548,768905.4751
LDO,600015,1.245633751,747398.9348
1INCH,2452000,0.299867842,735275.9479
REN,17290001,0.04222,729983.8422
SLP,155240000,0.003011535,467510.6335
